filename,label,top right x,top right y,bottom right x,bottom right y,bottom left x,bottom left y,top left x,top left y
5ynPt_2hDI7RfdJ76Qp21Xixa5CNvJY2,1W7014023A,780.7628,421.50928,781.2323,467.73438,451.22717,471.8829,450.7577,425.65784
XmaZCpqPNMb4Vl1O=2sIizGiG_ZUL3SI,2G1243042A,782.2543,519.7653,782.96844,587.51495,304.9479,593.75195,304.23373,526.00226
FxZvba9tvdz6xvKPFcKZc7zqgR4yC6_K,4P1259013F,786.9255,435.86276,787.7647,495.99933,418.39587,502.3799,417.5566,442.2433
ZK=Nb=qFrGz3XFgo56U712KcRzVPdV=P,3LP911021H,826.97217,466.25992,827.3445,536.271,380.38666,539.2134,380.01434,469.2023
ZM8cBSDTZGlu_PPzm6c4=O4YkkffrOds,2FM784012A,741.5694,451.8223,742.2045,500.68,404.67917,506.11093,404.04404,457.2532
aQE9ck5YSFYbSfdfRfJfF2khhcEm=P4I,1W739407,809.8375,460.48584,810.5327,503.0248,560.4434,508.08365,559.7482,465.5447
U4kN_N1CMTQKxQVaHm5wxtEK48ky1Pj,3LL612032A,763.82544,418.7839,764.52136,466.01422,445.0951,471.84012,444.39917,424.6098
4OCwRemEXEEYIiOsX5e_cSM6jTIY855,2FT351022H,769.99414,425.97507,770.4075,471.16208,435.82883,474.94962,435.41553,429.76263
qwOPNamQTC8nu6==ts_WN7lx8rdm,3LS881013F,797.7144,453.33878,798.1864,511.61826,386.55417,515.7441,386.08228,457.4646
VgdckoVlQeKzJblyqzn5QDE7oVEI2H,3LM532043F,762.2768,421.792,763.06384,469.22705,431.38568,476.03876,430.59866,428.6037
lxkbwO3=yxvD39wqizbTKgmGB=LEsP,1W8804023A,893.18005,512.6629,894.13025,576.3096,434.57297,584.8016,433.62277,521.1549
9wDEIGlqV=QhNS3qK=OujJfRojhh,1W2222022H,712.9877,430.81128,713.58685,480.1416,368.08655,485.33597,367.48737,436.00568
Rc1y3c1yCZp9dJT99nqpXydOmzwQ31,2FV252032A,849.02374,446.58813,849.9048,500.0677,428.20563,508.66675,427.32455,455.1872
Sjfc8jfaIB7M=OGsqmHOWb3=xZQ_fNq,1W7085013A,712.9959,421.68027,713.7578,469.4388,361.61273,476.39285,360.8508,428.6343
sENiUT_LJVhwbi9qkeFveNuIhJcz9,2FR204022L,771.46387,420.62137,772.28265,466.7522,420.4788,474.48083,419.66,428.34998
EHazCEg41zb2xIt_zoY3_aWFrS4v94Z,3LQ891013F,790.0051,425.5978,790.71405,474.498,446.63834,480.6722,445.92944,431.77203
=XNc9pMzkRK9tnx38Ec6VMmIKRWIZjv,3LS844032Y,754.29236,465.76505,755.44434,526.2734,303.57974,536.9217,302.4277,476.41333
epUalRz8xuw65bM=66uXQOmK5pqMORgC,1W2232023K,763.7895,414.47742,765.07196,461.6826,450.01443,472.27756,448.73196,425.0724
kShSuYdo7HHhFVp7BKmOzQgXyDykjK6,2FV523033L,800.78033,482.84708,801.3158,538.25684,368.16226,543.43866,367.62674,488.0289
=uBhrZKUJmwDJZY2=YEW9OKlpfODRxGx,3LT23502,780.47345,479.8037,781.52454,530.9245,466.67477,538.9368,465.62375,487.81604
SYyQCUcwY3kEK8Ow5zDTDfJeK72fGIy,4NY358072F,793.6254,427.59656,794.649,479.06662,452.6816,487.4845,451.658,436.01443
ooLrrLmOOU8rPojMYZEYroFuHRPXCy,2FX374012A,765.34607,431.328,766.16565,483.14462,372.83228,490.84564,372.0126,439.02902
WwlhOf1Dg6XXS4VMdNiYweokJLKVEzR,3LK642012H,801.58606,415.39417,802.3742,462.36148,454.11304,469.59525,453.3249,422.62793
n5p79_V9fvftWia5UFC=uFBNMtsnJO,3LN146023A,820.8098,420.60577,821.35126,466.47217,466.57996,471.65607,466.03854,425.7897
9uh8oKhk_EfyfINMwm57BgF1hSMZ_Bn2,2FZ95501,779.24,438.61334,779.24,481.4467,531.3,481.4467,531.3,438.61334
8DgeRx8egNjIDhGkjM3ZQ_xV6TeJPw,2FP482033A,779.2196,428.17978,779.7283,474.5867,412.83456,479.56494,412.32587,433.158
jScQD9DOvQ7TGgU1zHZgYMsYRcZZeb,1W1402012H,828.4576,436.41965,829.256,486.39755,463.36084,493.63248,462.56244,443.65457
PldciinzIIut_6N4YoNc8ozur1griSr3,2FU643031F,850.0455,447.2505,851.54034,518.3251,445.52686,528.89484,444.03198,457.82025
RvojeVpzMB4vrOFSDVlqMEqZ5=WQ,3LU751022F,823.2524,466.68967,824.16974,525.55457,377.5615,534.169,376.64413,475.30414
BBg5n8vcvO5sfZrhiNeloV4ri11dP=qQ,2FT346031F,696.07996,421.48,696.07996,472.88,378.84003,472.88,378.84003,421.48
=Y4KHe4vItDqZeZQBxKxhGmHO8Jhvsqv,3LS704042A,870.0431,454.0281,871.0077,512.2682,451.14526,520.8746,450.1807,462.63452
STZ4Nw6Zq64ZPgR9SV7XfYc21XyFvtRw,3LR732023X,768.44586,478.55057,769.16626,538.9149,300.46936,545.8386,299.74896,485.47427
pWmC9Ce1VG2UwRS1yhRpjzkJ=3Mp39xD,2FU235013A,814.5855,429.0294,815.42847,479.38867,435.76678,487.2551,434.9238,436.8958
awFGG1fs16vgXKBJpWXK2nBk9OMzoFhB,3LQ072011T,775.7017,433.8983,777.1379,497.0126,385.3324,508.04816,383.89618,444.9338
sv4KOF7X4cfNt1KokxhwNH4xXkJwnQQC,1WA022021A,903.9798,553.4066,903.9798,635.6466,266.41995,635.6466,266.41995,553.4066
O1Tq8rvnk5kXL7=Bat4mfixrWu2GQroO,2FU226033A,713.75903,423.57452,714.41156,471.55203,354.2922,477.61395,353.6397,429.63647
ENjSDGSnSsCsGLBsvnC6ha24tUolm2,3LT86303,625.10846,466.54724,625.84705,509.2527,369.6178,514.73785,368.8792,472.03244
aocx_ksnNVuf4mUtTHxWgobFMnvSi,2FR621014A,857.7333,456.19733,858.5952,511.1705,417.48877,519.7306,416.62686,464.75742
UihHErL72W3KfXl6FfelQuIFnBmKd5=,1WA044021F,797.7199,452.31995,797.7199,522.56665,405.0199,522.56665,405.0199,452.31995
leQpR2yVYSJp89sQ6XBwiF1VB7S8V5D,1W7044012A,785.978,419.3576,786.73566,465.91898,432.57748,473.05182,431.8199,426.49048
hfQYa2aqX=EoF7rOLwTFOaqVnd8vlWG,3LK172021F,774.1256,423.4904,774.5529,484.31143,414.27798,487.44455,413.85068,426.6235
54BuZlRkcpQ1MSWuQqw4BlW22MdbKw,2G0673032A,870.06146,457.48276,871.25256,509.82516,510.11032,519.9971,508.91922,467.65463
EDt2yRPMjLluFNDMKE5o4IL1SX6s5,3LV61103,703.54987,447.8489,704.3768,492.668,432.77692,498.87045,431.95007,454.0514
W9F13hl6QQFnLvxcdnZtoXn21Mi,3LP901032H,828.4362,464.50723,829.448,524.26056,348.30008,534.3442,347.28833,474.59082
lIFn_2JzQU=4wC=QftMzyR7gVafRIcX,3LJ442021F,756.8866,424.74228,756.8866,479.38144,407.40207,479.38144,407.40207,424.74228
njQUQdnMpibnGXN9wl6CaX2jj9Vv8Wq,3LK411023F,790.01434,449.9246,790.4988,508.14124,391.17398,512.2548,390.6895,454.0382
u5UPwBkO_ttqUQi3R2hNXzIyhonMJSq,2FP481013A,789.96124,421.104,791.32605,469.61707,431.54373,482.14508,430.17892,433.63202
UUOHr7VpgaGJZ49a17gsIbJvNsqI4DXc,3LP652022A,780.6483,438.99692,781.7557,493.41544,399.0941,503.05386,397.98672,448.63535
gSwJQEaGJtFr7DXIXUS1BEzH2mNzrt=g,2FT971051H,820.7456,416.9335,821.6648,473.17453,474.69156,480.1931,473.77243,423.9521
Dx_bZNZn=OL=k1vFqfQimtjhdCWLoowb,3LU134011T,899.3297,457.69257,900.4108,510.54678,531.65314,519.8825,530.572,467.0283
X6HkSTqJCs4GyB1VY8dF_KyoiQIfRdy,2FR371032A,783.72455,420.24918,784.7342,467.717,425.04855,477.1873,424.03885,429.71945
xrVbyQ7rCB8oHVz6mfPhU1kjU2RetmH,2FX421013A,722.08057,448.31573,722.89136,503.46408,329.61118,510.62067,328.8004,455.47232
YmOGytbK2Itlxp5CmigogbWm_i_bV=N,3LQ042032Y,786.88055,433.81442,787.53503,486.5775,391.25,492.66235,390.59552,439.89923
VIglFzg43DOUByS2LcEfL5=GT_=M8ee,1W7434012A,718.4263,483.53897,719.14307,539.35785,311.115,545.8431,310.39822,490.02423
ysVWb=jRdtNnGbtIjtBmlX=hw3ju3,1W744304,711.4686,444.12186,711.8295,486.583,481.53433,489.0063,481.17337,446.54514
lurpXbwSm6unaEw8ts3KdxhO7PjpjG1l,2FU963032F,753.04736,420.52124,753.6537,466.31702,398.93195,472.13016,398.3256,426.33438
EtCTNGf8lo55EzPk4eZ=uZQt4PlP9sLt,2FX762011H,814.6975,454.98642,815.6791,521.59235,397.36783,529.223,396.3862,462.61707
xeEPtew9GhaXznFuIgyrqZc2s5ZUNEjL,3LN844042F,786.90955,445.402,787.7138,492.37927,460.50192,499.31345,459.6976,452.33615
7aZ9t2HP=jHk2EzJFmYCuL3DTrPMGL,1W4406022A,863.91223,426.89764,864.96564,481.4221,503.4234,490.06824,502.36996,435.5438
FzqQqq9wC2_bB5UDwftW9I3E4I2vfGu,3LQ061031F,759.1827,437.53998,760.0473,501.99298,385.0374,508.22012,384.17276,443.76715
gX1zhZIHYro7H3SjfrQSOWcd2dLftx_=,5L4298023A,837.7406,430.5767,838.5437,479.71756,491.50626,486.73746,490.70316,437.5966
DmIhNmwoR4tSWGZXP71yB3Sc_K5hppb,2FV271042A,856.24,435.18668,856.24,488.30002,489.72,488.30002,489.72,435.18668
un4=ulujuhjnJ8x=2qU1vwK5CgBW9sP4,3LS245012F,858.2445,458.83566,859.6132,522.61584,391.36902,535.0546,390.00024,471.2745
DBWbFQZi4V6=Zx7OqlVwPGt3SEWSGChe,1W4162023A,837.6715,422.13376,838.60345,469.4328,471.1817,478.3932,470.24976,431.09415
OJbqcHTfxVGF3dl6zlQTI5TVrMkysq1,6SU538043A,751.5057,426.78998,751.93243,472.8753,423.44934,476.64017,423.02258,430.5548
VYkEh6RjQFGg74m47I1D1un7LJ248daC,2FR402022F,783.8409,416.92435,784.626,463.30307,467.9994,469.9374,467.21426,423.5587
uyEsVfbCJOXmVjJxev86PWLzjYeuiuZM,2FU874013A,717.6255,417.0692,718.3224,464.3009,395.5823,470.1952,394.88544,422.9635
N3_2Ywbn2dNqnj7=cId_tufR42gJZij3,2FN892022H,776.0937,421.41504,776.9699,467.5518,449.6351,475.2467,448.75888,429.11
zuWTLcvahybeWsOF92weMlzGwOfRr7w,1W4431022Y,807.4882,423.76422,808.24976,473.75592,439.0454,480.7179,438.2838,430.7262
B6UGlRJnvUiSmLIiEfj2IJFpD4G14mzi,1W443202,685.12024,422.16254,685.8645,461.90866,462.0062,467.09708,461.26193,427.35095
CtaDzvly6TUfnMKdKRlX71Wp_JgNF,3LU301031K,885.9947,525.0239,887.6872,623.14264,277.50247,636.17145,275.80988,538.0528
cOKtgimUOoo7R6sHotXNQOTQ8VdORv79,2FS141023A,769.9938,424.23297,770.4191,471.16193,432.7024,474.95032,432.27707,428.02133
mlcIGM3VLT_6v7jfV8EVPMuemf1QKHz,2FU293012Y,713.5654,424.61456,714.3592,471.9572,365.16245,479.20435,364.36865,431.8617
MbYBd1Tqm3KYaDXNoYbdnnRNUzHbdv,1W4341042A,709.86774,419.7891,710.849,466.08917,363.6845,475.19626,362.70325,428.8962
sh5HIKXfS8N7z_jQxN521BlWKfg43,1W8154032T,896.273,504.63492,896.8183,567.1076,450.9416,571.92413,450.39633,509.45148
mzV4a5uzXdVhRBZsvkLVQvFh6C4svy,2FU69403,706.71735,428.81342,707.6089,470.45798,457.4933,477.08533,456.60178,435.44077
IcVwXH4Q2fuu3PoXsv37JEg64ruqSh6T,1W7053032X,814.5888,424.4172,815.4368,471.14926,445.224,479.4637,444.376,432.73166
1GWEp4I8ci5awhf3Ge8=7WI=uVS53ZC,1WB194022F,668.30524,484.85077,669.2303,543.1096,249.55637,551.35767,248.63132,493.0988
fSc5W_ei9jrnCjne6xohlxeimVEzM,3LP892011F,870.04846,450.06216,871.05005,520.6391,440.7618,528.197,439.76028,457.62012
f8_tDE7CFWIJXK=todC5_LtUMpUUFrK,3LL821032A,778.4735,421.94766,779.0946,468.15955,422.05328,474.09912,421.43216,427.88724
yTpunSS5RaoHeRPxWyR4TvJ5m7fa6pG,3LQ19402,802.5725,460.39642,803.5337,502.10403,545.332,509.4701,544.3708,467.76248
SlYoYeKfX8_islnrjIcrk7vE6I6owjE,3LQ563031H,816.7458,443.61865,818.1761,511.5123,417.4355,521.96185,416.00522,454.06818
wc7NQqoviznhTaVRMUtnZEDZOyyfn=Lg,1W4862012A,769.96423,419.9166,771.05383,467.7102,440.76587,477.0302,439.6763,429.23663
uREGNrja_m9pJ4VrRwcFLkWumFZGOws,2G060201,708.1892,444.80252,709.1412,491.61856,414.36334,499.03815,413.41138,452.22214
oaUFq5qq7qYcYYVh94kmTw=VmGyZuRdw,3LS73605,776.0738,451.28375,776.64276,494.87344,506.52698,499.23752,505.95804,455.6478
PLXxxaWxsNuDXPiynRZNlyfSEjokQHoK,3LU722032H,958.9484,540.2062,958.9484,627.835,304.30927,627.835,304.30927,540.2062
2rdPPhuMK1ZKPr=Hv5moEsfzS6VwUQX,3LM094012A,822.3464,427.3211,823.05994,479.72153,466.65515,485.7295,465.94153,433.32907
MXGGWncPvzYVvGyqjoW7CQ6znkeVuxot,1W4061023F,794.57764,420.13855,795.54803,467.717,465.1349,476.0584,464.1645,428.47995
z5Stm3ZJP7gO7p6pboe3n3WKUQy2QB,3LF354052K,825.29675,442.2836,826.2374,487.93604,499.01865,496.28165,498.07794,450.6292
tx6ieL=j=yaO7kKWwyoGM=TNOYXi1TN,1W8153053T,864.8287,489.6566,865.4251,546.8186,451.24283,552.1673,450.64648,495.0053
KLDxGhwl_BKyDYTHDoXnUOwgMsMCjqv,3LV98603E,717.47003,441.51935,718.1393,479.5402,454.51834,485.28348,453.8491,447.26263
yHvp2py82jMX7vG7oK7JNcjQ8Dgirrn,2FY82101,771.38574,484.49924,772.02075,542.4306,409.66754,547.347,409.0325,489.41565
Z7vN7xdqnQzYgDNZrMP4IaJgqX6lkF,2FZ803032Y,859.3059,435.84262,860.01556,488.28836,482.1871,494.61725,481.47745,442.1715
KX5rbIStyBzfKpSDpBEuMQNNE=EqvB,1W9943031F,925.471,466.8746,926.05206,546.4171,459.67026,550.6347,459.08914,471.09216
=u8QmC7tjLk3EBDPnbwqzropEFjLu8wc,1W5441022H,794.0133,433.24014,794.74207,486.4545,428.27377,492.66605,427.545,439.45172
_UGU7pKpXaEGP_1WgKDlo4kyxjSuCfSa,3LV312022H,813.04956,454.80887,813.96985,511.86157,382.17123,520.4823,381.25098,463.4296
BtYqeLtw5535L_NpnBJ6UW6Y9kbcL,3LT54305,754.3071,493.46097,755.4157,544.4921,449.73935,552.7114,448.63077,501.68024
RXZ6WEpEvtRUSTVWVw8uLJQRw3jbW17,3LQ481012Y,805.3382,442.8326,806.41864,500.27008,379.01877,510.2217,377.9383,452.78427
pesWQzRufK_bBDsmShKMBSJI89HQ7,1W4061052N,779.17346,425.2614,779.78925,469.56775,417.25308,475.8043,416.63733,431.498
aYmkWORuStzk4nhX4vdNIU_1kKFj49KB,3LP013023A,791.53326,450.94995,792.4967,500.52084,449.74484,508.76584,448.7814,459.19495
gfGJ1aGu4OghDihRVCJGW5LUMzb9NK=L,3LQ43401,785.3579,466.10907,786.2402,511.8005,526.75195,518.00226,525.8697,472.31082
Rp7dziyacC8zYy4WODh83maQjUxn,2FY113011X,845.4344,455.97778,846.823,536.3048,423.97937,545.3521,422.5908,465.0251
Jxb=m=vk_CQtWQLn6jdVTCTEp964Rv,1W5671013A,764.2842,437.7993,765.1204,484.84244,415.87515,492.5266,415.03888,445.48346
rfjhEZaa4fhXgt_o2nyYzpbNOJwVm8,2FW364052T,825.42334,489.1231,826.6905,547.2007,376.0161,559.3721,374.74896,501.29453
onzyF44RyNNRahyJG885yf7iPCwTB81,2FT825023F,854.6947,419.17435,855.1344,468.69727,523.6104,472.34125,523.17065,422.81833
tx8IKxcUIpfIiC7vC1q=xWm1owxDggIX,2G1436031A,871.5803,501.7305,872.64795,567.9699,343.00058,578.5363,341.93295,512.29694
MUupM8enVYCZLL_olt8Zee9GwQLLCFwN,1W806202,780.5343,467.18582,781.56323,523.277,446.97247,530.87427,445.94354,474.78308
_5a6SH4kVJenLjIPCfHJBS_z_z3Vx9g,3LM063012L,719.17377,424.27353,719.62604,470.56534,383.4771,474.6304,383.02484,428.33862
=ryuyuL5eGGQ_o4QzV_X==G66CR2UkbL,3LL71102,731.4171,433.85928,732.60284,477.0548,486.91327,485.40237,485.72754,442.2069
n2fK1y326zLirRn_u=sFWG1Ltb64C,3LL062042F,862.3703,433.58786,863.3912,488.60724,494.40756,497.08127,493.3867,442.06186
TsWiLFgtCjyW8RsHF3pmOmL1MntxGBuO,2FZ07202,708.5115,431.05698,709.1869,474.95297,432.84433,480.21646,432.16888,436.3205
RC7iUPwSRNYhJ2y6a9BPOkzk9aNDk4D,3LL122032F,765.2482,414.04,766.16833,466.00943,432.91177,473.31262,431.99167,421.34323
yvM7k1PDIQFvMlD8GJQGLM6R_ztE73X,2FX04201,714.53235,434.5848,715.1108,483.15192,435.07556,487.28006,434.4971,438.71295
gSRrQNcH_TkFedX9Ys4JiGLfOWjlM,3LQ801033A,817.89185,465.35687,818.50903,519.8466,403.53452,525.66425,402.91733,471.17453
Q2MCD_kJBpqExtgRKn8oFLipP4aDQxv,2FU393012A,813.0868,430.7423,813.7064,481.76227,455.3408,487.14908,454.7212,436.1291
6kW_7CsCw24YGHySE9=8799_6Dl5oSH,3LJ412011Y,766.9847,420.0995,766.8547,481.04428,432.97577,480.16278,433.10577,419.218
7vd2XWqngYtF6r=dgxD9n4bixgdfibT,2FU05601,640.48456,435.18118,641.03094,474.48923,401.81332,478.60483,401.26694,439.29678
p=NCf6XuGNR7mowRY2w2S9gwrNFxD26,2FU792024F,788.84534,451.5464,788.84534,514.433,391.93814,514.433,391.93814,451.5464
HXyEWE9UKPg22niJGh8VO311aTLjLU=f,1W3231012K,768.3121,434.95438,769.08453,479.0542,430.7138,486.39035,429.94138,442.29053
_qO1=rFDJsdLUwilJWrGTe5z2fCSzbMa,2FU564032K,765.36633,423.91293,765.99524,469.7444,425.09436,475.53473,424.46545,429.70328
dzikC=d1WzsqsNdrWrXZTZiqMlfisXI,2FX593012F,774.56934,447.6749,775.20197,505.6622,341.9908,511.51266,341.35812,453.5254
HtvrUaH6MyYnrdhXx5rz1zKLXBeT6,2FP852032A,826.9347,439.40988,827.86285,493.22763,454.01398,501.20868,453.0858,447.39093
IjFKHRXYfcQrW292_=Y=lNTZjol1V_q,3LR261033F,863.92664,505.2074,864.0274,584.03687,324.23062,584.89154,324.12985,506.0621
MvRjXqEHnlIgQgeCusGOjPNwSTfhqB,3LL051012F,780.72577,426.6338,781.54297,478.00507,398.83588,485.5404,398.0187,434.16916
oCTF2=nUFasVfacJngonmc1gFr51HUi,3LJ532012H,773.0788,437.8807,773.1606,487.87585,411.1805,488.6086,411.09872,438.61343
EHyDewQLyZM=omBgeXBGbBg2mFtBsV,1W862302,776.0577,474.2872,776.57324,519.0242,506.68317,522.87384,506.1676,478.13687
=P5OCTpzQ923S5KdgETSPm_eeGCTOra,2FR213013A,793.08844,418.82806,793.6524,464.63354,446.62686,469.92236,446.0629,424.11685
jqy8yJt=5JeHQEf4Y52o5SUKrwpwH,3LT54405,780.6083,483.40378,781.483,530.5508,492.84857,537.17926,491.97388,490.03226
i1IyM=wfh_9hH72C4rlIh2LgF4NnVI,2FU713022F,806.8889,426.1005,807.78955,476.11343,454.18015,483.99567,453.27948,433.98273
xsJzHln7dS2OGBlsMDh33KdInoLRohN1,3LQ162012N,834.3827,445.3112,834.7822,504.1754,407.8123,507.76273,407.41275,448.89847
Djx4uGCZH4SsLnxSg7WkUH5Q2tT4C1s,6RX230073A,808.472,426.96567,809.41925,473.15048,482.15967,481.45908,481.2124,435.27426
uobJprgMjdS8hBdxKl1g=CU5ea2FRD,6SU537031T,838.41174,425.10196,839.3453,470.775,505.28992,479.22632,504.3564,433.55328
nSf_uLlGtuYxjiPjWKOa6USd_xyWXY,3LV50404,640.4525,462.23438,641.3839,509.1786,346.54797,516.41925,345.61658,469.47504
obk16bXpW73eoElUIuqsOjUa8kPmV4t,3LT743042A,844.55304,485.2705,845.4724,541.277,432.85345,549.6608,431.93408,493.6544
udb2vs1r5g3RUIsOfkLiarlMQ1YkcL8g,3LM002013F,827.9709,430.59772,828.4768,482.2211,449.69907,486.81595,449.19308,435.1926
I7ViinMQKZHXzOjlPrNQYlB1YUQn_23,6SQ2590711,809.53955,423.16965,811.3388,472.54364,471.78592,487.85864,469.98672,438.48465
ToSGpP5MXz7X6e7TCXV7I_juniHBaanb,1VZ533041F,814.65356,455.0878,815.12714,503.03656,480.4967,507.1277,480.02316,459.17892
dgCkUySP2i7p=fUfUtvoyfH1bLWmFVWp,1W642403,717.52295,427.61115,718.1604,469.84958,472.8035,474.43314,472.16602,432.1947
2dcD=jQhvDgcghCw4vvRxuH4oyb=Ud,3LNV6405,693.02716,453.3394,693.8674,496.44547,451.259,502.29874,450.4188,459.1927
OoBkk9WD_b_rdxYxzYnxqlPos9ETMOql,3LT543042X,890.0634,488.08615,890.9458,544.8242,462.06436,553.0798,461.182,496.3417
iMU=aRlNIMI4kxX9s3MGICC5HGrtVDf,2FW36302,733.0669,448.37994,733.6224,490.04404,494.37024,493.99283,493.81476,452.32874
=j=YJLZ6sdZik64ttFoN4wI722ksBMaj,3LM094041X,706.84143,421.1596,707.42017,484.454,375.77478,488.20746,375.19608,424.9131
tQ1j=V1cXs2OXGeQtXiVGnoOQaW2GL,2FU394032A,819.2009,414.05707,820.12695,460.86597,500.12964,468.70166,499.2036,421.89276
oU11KO36HDoRtNvzO=q24B3NBT7iWlk,2FW15404,686.78375,447.98642,687.75903,490.33267,449.88284,497.11395,448.90753,454.7677
CtUNRI4rFoC9QgDtDpreSrOHSGOuJx,3LS693033K,862.3665,459.19305,863.3997,511.4903,445.28012,521.7139,444.24695,469.4167
BcBBWSkXRSsj6OfgTqxIOWq2eq7V3p1,1W7075022F,860.8186,449.32706,861.6159,507.16534,454.20618,514.117,453.40887,456.2787
nXuiOU=f47qYlX3cS3oGckcOxRjyJYZZ,1W7733021A,882.3337,467.96292,882.8559,520.5311,505.07977,525.177,504.55746,472.6088
ILPxMrCiw4j7HdxE84GvkL2CwnvbdtX,2FW373013A,890.10016,464.752,890.8927,515.6985,493.0283,523.35944,492.23575,472.413
RGsiYBBydKcd_XeSJCkC9s_ZFHp8=az,2FL673011,951.73193,454.63916,951.73193,536.08246,471.31958,536.08246,471.31958,454.63916
3rYpzZOOEJn_zkHeX_WPilMdd_Vj7XwX,1W597602,721.1877,387.07587,722.6838,604.8031,315.09195,608.26984,313.59583,390.54257
a=V37u5Fo4QCIGvkT67ohc_Z=VYOM9X3,1WA022012A,797.5965,423.1068,798.7932,473.70526,443.6233,484.10385,442.42654,433.5054
6y3fa2jXRystD4ajM_g_p3pOe1YD=p,3LU064024A,930.0798,508.94305,931.5255,569.16394,465.42786,583.014,463.98218,522.7931
nWC1G9K7j2w6BFQKXoKgyIBOE2FXQq9R,1W871201,706.76514,457.15387,707.279,504.10812,431.2264,507.8476,430.71252,460.8933
CeyB3geUZZP_Ur7apUFcWGYL_zRdYFD5,2G022501,736.07355,442.5967,736.8135,488.28616,482.04706,493.39322,481.30713,447.70377
d7N8EMVo6S2IHqZiKQorUsMow4=33F8,1W7304072X,765.3299,467.35925,765.9888,517.41675,397.4827,523.42053,396.8238,473.36304
LdhXvt5O9946x_gvlxv=z644YY_rYXB3,2FV28404,757.5536,454.61246,758.2833,496.78375,511.31073,502.07404,510.58096,459.90274
CRyEOOC9LgFnmBJpp2fU=FCdY=cC8U4,2FN952021A,809.821,420.60617,811.31433,484.98557,462.8296,494.99084,461.3362,430.61145
1PQY=cFI8Ixr5IzkDoIppgKRBdHuu6p,3LQ444022X,805.3727,449.46362,805.97504,507.5484,397.16528,512.79535,396.56296,454.7106
6SeLDL3k737pJSQBDxBngV7wmw=fHR,3LK152021X,771.0533,419.47116,773.87274,491.79694,421.5953,508.79517,418.77585,436.46936
KIR9QMpeVIKYoWrrErU_zkmwi8ujEi,2G0653042L,894.68536,500.45554,895.6852,560.2405,451.42697,569.4371,450.4271,509.65216
v5TF72s9kMFViJgBIq_K9cz7Hp7Owya,2FZ956012A,919.3752,468.78183,919.8434,533.898,458.9324,538.00024,458.46417,472.88403
zESM3DSGO4oSixCPiDOc1dJkBaTsutuH,3LM064032X,786.89685,426.99805,787.5898,475.9442,417.37823,482.43103,416.68533,433.48483
XOwvyRDQX63kYcUtDw7ZZvsGCIzMi,1W7362022H,793.01886,437.30746,793.8629,486.57053,398.94232,494.94614,398.09827,445.6831
2koKB5nn6vTpgfjfdnRi17dxFmFXO3l,3LS694021F,895.5797,464.85272,896.8114,534.1667,452.83517,543.93274,451.60342,474.61874
hjE3cfHNMs6SodhmOFjVmQffuNWxKc5,1W2221011H,744.7405,421.88278,745.41895,479.92517,417.3977,484.67136,416.71924,426.62894
rnxg=zfcrdKwDpqEL2XglnRE_M__xTB,3LW30603,647.01074,446.1199,647.4055,491.7398,388.1042,494.51718,387.7094,448.89728
d8Qo_B41xyfc9S79Dk63R=1uW=dJOv,3LS433014A,868.11707,447.57907,870.425,516.9057,410.70966,535.8487,408.4017,466.52203
kUEJ_vD554HqZi9k2F6583tc3c_3errm,3LU78601,623.654,451.20807,624.37085,495.13986,378.8959,500.09747,378.17914,456.1657
fF8aUnZTGyWNK31nhM8cOmhJGIxSoSF,3LL581012A,806.9378,421.73026,807.60645,466.01465,448.25278,472.73016,447.5841,428.44577
OhlIMFQs18FB8Ppu22F697_s9USFZCUw,1W3231032A,774.5456,425.00888,775.2533,472.8685,417.22122,479.4213,416.51355,431.56165
ZCEnIDPFnFIOO2GQaYVVJSiaOWU5dp8,1W6654011F,894.52155,454.15393,896.20703,532.5371,470.34235,543.87195,468.65683,465.48874
hwqIZug92UOe7fEeo_=hFnu=CwBY_b,2FY955062X,843.0089,427.15997,843.9628,481.10248,469.29648,489.3049,468.34247,435.3624
f7lLTDOT_6QSQDYBvP6ILDtVkPYtFNPI,3LL141011Y,782.2261,427.75568,783.026,490.94342,409.98627,496.78888,409.18637,433.60114
XQe6quxBy7HBgOSl5oBV8YKzTINIJX,3LM26603,754.6398,431.36472,755.1798,472.31415,520.54047,476.1446,520.00037,435.19516
3dtCCRryuErjKewxWI_9=xs3lQ94oHJ=,1WB29403,676.04944,447.47742,676.40356,495.15012,397.32632,497.71613,396.97217,450.04346
TyUBN6vFdduFQrtWMEJBqFxbjLqnLXeL,2FZ052012F,903.9403,496.5689,904.4223,562.6687,403.912,567.1858,403.43002,501.08597
3HXNUSZNfwVU8ka_C6I8uTD3dgG4OtY,3LS684023F,910.103,477.7097,911.284,542.38446,437.58792,553.091,436.40698,488.41623
kWMfcKrrgMUL_noWam3ay2jeufnEtV,2FS86301,717.522,424.4224,718.0975,465.9448,480.2645,470.02505,479.689,428.50266
Fq8J1G2Mg=yPOEuYMncYLuC3fjk9wI,2FU644022F,820.0411,431.8992,821.06757,484.55032,417.26422,494.29468,416.23776,441.6436
aOTrRXPLI_FjrwnMtHMl9HDlBeTcr7sB,3LU253033A,905.49646,498.84332,906.4503,557.7602,459.1688,566.7236,458.21494,507.80673
Oy=miGnqe6Qw_P8Bawaq7oM5IqLY1rC4,1WB294023A,803.8655,417.0283,804.6074,469.44058,465.1155,475.38873,464.37363,422.97644
